r7_order	word	common_core	common_rank	common_combined_ppm	common_attested_both	cifu_rank	cifu_spoken_adult	cifu_reconstructed_jyutping	prior_audit_status	priority_action
384	明明	false				894	28	false	handled_structurally	atomic_retirement_candidate
385	肥	true	525	171.386103	true	895	28	false	missing	protect_common_frequency_candidate
386	返到	false				896	28	true	manual_review	low_priority_review
387	非常	false				897	28	false	missing	low_priority_review
388	科	true	466	211.385551	false	899	28	false	missing	protect_common_frequency_candidate
389	送	true	894	73.171921	false	901	28	false	missing	protect_common_frequency_candidate
390	圈	true	447	222.001941	false	902	28	false	missing	protect_common_frequency_candidate
391	國際	false				903	28	false	missing	low_priority_review
392	彭銅	false				905	28	true	manual_review	low_priority_review
393	無	true	1240	44.270064	true	906	28	false	missing	protect_common_frequency_candidate
394	絕對	true	1835	24.390640	false	907	28	false	missing	protect_common_frequency_candidate
395	郵票	true	667	113.822989	false	909	28	false	missing	protect_common_frequency_candidate
396	經歷	false				910	28	false	missing	low_priority_review
397	點講	false				912	28	true	manual_review	low_priority_review
398	一下	false				914	27	false	handled_structurally	atomic_retirement_candidate
399	之下	true	1959	20.325534	false	915	27	false	missing	protect_common_frequency_candidate
400	未來	false				916	27	false	missing	low_priority_review
401	見過	false				918	27	false	handled_structurally	atomic_retirement_candidate
402	個樣	false				919	27	true	manual_review	low_priority_review
403	衰	true	540	162.604270	false	920	27	false	missing	protect_common_frequency_candidate
404	教書	true	763	93.497455	false	921	27	false	missing	protect_common_frequency_candidate
405	透過	true	1673	28.455747	false	922	27	false	missing	protect_common_frequency_candidate
406	景點	true	587	139.396568	false	923	27	false	missing	protect_common_frequency_candidate
407	結果	true	1402	36.585961	false	924	27	false	missing	protect_common_frequency_candidate
408	圓	true	1263	41.302687	false	925	27	false	missing	protect_common_frequency_candidate
409	過程	true	985	62.400140	true	928	27	false	missing	protect_common_frequency_candidate
410	幣	false				929	27	false	missing	low_priority_review
411	橢圓	false				930	27	false	missing	low_priority_review
412	薯	false				932	27	false	missing	low_priority_review
413	體	true	1948	20.651343	false	933	27	false	missing	protect_common_frequency_candidate
414	互聯網	false				935	26	false	missing	low_priority_review
415	公仔	true	654	116.549766	true	936	26	false	missing	protect_common_frequency_candidate
416	手邊	false				937	26	true	manual_review	low_priority_review
417	北行	false				938	26	true	manual_review	low_priority_review
418	正常	true	930	68.334895	true	939	26	false	missing	protect_common_frequency_candidate
419	作為	true	1090	52.846388	false	943	26	false	missing	protect_common_frequency_candidate
420	利益	false				944	26	false	missing	low_priority_review
421	努力	true	1285	40.651067	false	945	26	false	missing	protect_common_frequency_candidate
422	改革	false				946	26	false	missing	low_priority_review
423	私營化	false				947	26	true	manual_review	low_priority_review
424	法庭	false				948	26	false	missing	low_priority_review
425	留意	true	1023	59.432762	true	949	26	false	missing	protect_common_frequency_candidate
426	起身	true	748	97.562562	false	950	26	false	missing	protect_common_frequency_candidate
427	掛住	true	1807	24.390640	false	951	26	true	manual_review	protect_common_frequency_candidate
428	第日	true	1400	36.585961	false	952	26	true	manual_review	protect_common_frequency_candidate
429	等如	false				953	26	true	manual_review	low_priority_review
430	開支	false				956	26	false	handled_structurally	atomic_retirement_candidate
431	愛	true	1212	44.716174	false	958	26	false	missing	protect_common_frequency_candidate
432	腳	true	834	81.302135	false	959	26	false	missing	protect_common_frequency_candidate
433	旗	true	716	102.158988	true	960	26	false	missing	protect_common_frequency_candidate
434	遲啲	true	1059	56.911494	false	962	26	false	handled_structurally	protect_common_frequency_candidate
435	頹餐	false				963	26	true	manual_review	low_priority_review
436	上市	true	1956	20.325534	false	964	25	false	handled_structurally	protect_common_frequency_candidate
437	公約	false				965	25	false	missing	low_priority_review
438	支持	false				966	25	false	missing	low_priority_review
439	方式	true	1747	25.488370	true	967	25	false	missing	protect_common_frequency_candidate
440	方便	true	960	65.041708	false	968	25	false	missing	protect_common_frequency_candidate
441	日子	true	1383	36.585961	false	969	25	false	missing	protect_common_frequency_candidate
442	奶茶	true	699	105.692775	false	970	25	false	handled_structurally	protect_common_frequency_candidate
443	左手面	true	276	428.515375	false	971	25	false	manual_review	protect_common_frequency_candidate
444	正話	true	1540	31.748935	true	973	25	false	manual_review	protect_common_frequency_candidate
445	好彩	true	755	95.692913	true	974	25	false	manual_review	protect_common_frequency_candidate
446	決定	true	1216	44.716174	false	976	25	false	missing	protect_common_frequency_candidate
447	兩年	false				977	25	false	handled_structurally	atomic_retirement_candidate
448	受害	true	1261	41.302687	false	978	25	false	missing	protect_common_frequency_candidate
449	咸	true	992	61.954030	false	983	25	false	missing	protect_common_frequency_candidate
450	英	true	967	65.041708	false	984	25	false	missing	protect_common_frequency_candidate
451	唔通	true	988	62.074330	true	985	25	false	missing	protect_common_frequency_candidate
452	真正	false				986	25	false	handled_structurally	atomic_retirement_candidate
453	停低	true	462	211.676270	false	987	25	false	manual_review	protect_common_frequency_candidate
454	幾年	false				988	25	false	handled_structurally	atomic_retirement_candidate
455	無聊	true	723	101.627669	false	989	25	false	missing	protect_common_frequency_candidate
456	選擇	true	927	68.660705	true	990	25	false	missing	protect_common_frequency_candidate
457	頭髮	true	714	102.725398	true	991	25	false	missing	protect_common_frequency_candidate
458	類似	true	618	127.321548	true	992	25	false	missing	protect_common_frequency_candidate
459	鐘頭	true	968	65.041708	false	993	25	false	handled_structurally	protect_common_frequency_candidate
460	手指	true	685	108.419553	false	996	24	false	missing	protect_common_frequency_candidate
461	四個	false				997	24	true	manual_review	low_priority_review
462	同人	false				999	24	true	manual_review	low_priority_review
463	在乎	false				1000	24	false	missing	low_priority_review
464	有條	false				1002	24	false	handled_structurally	atomic_retirement_candidate
465	其	true	1869	23.618721	true	1004	24	false	missing	protect_common_frequency_candidate
466	拖	true	1635	28.455747	false	1005	24	false	missing	protect_common_frequency_candidate
467	後來	true	1045	56.911494	false	1006	24	false	missing	protect_common_frequency_candidate
468	研究	true	1140	50.976739	true	1007	24	false	missing	protect_common_frequency_candidate
469	限制	false				1009	24	false	missing	low_priority_review
470	值	true	1353	36.585961	false	1010	24	false	missing	protect_common_frequency_candidate
471	婆	false				1011	24	false	missing	low_priority_review
472	得意	true	705	103.823127	true	1012	24	false	handled_structurally	protect_common_frequency_candidate
473	條路	false				1013	24	true	manual_review	low_priority_review
474	添	false				1014	24	false	missing	low_priority_review
475	曾經	false				1015	24	false	missing	low_priority_review
476	會考	true	1386	36.585961	false	1018	24	true	manual_review	protect_common_frequency_candidate
477	經驗	true	1226	44.716174	false	1019	24	false	missing	protect_common_frequency_candidate
478	態度	true	1293	40.651067	false	1020	24	false	missing	protect_common_frequency_candidate
479	慘	true	495	191.060017	false	1021	24	false	missing	protect_common_frequency_candidate
480	盡量	true	1033	58.335033	true	1022	24	false	missing	protect_common_frequency_candidate
481	網絡	false				1023	24	false	missing	low_priority_review
482	價值	true	1354	36.585961	false	1025	24	false	missing	protect_common_frequency_candidate
483	噉樣樣	true	1154	48.781281	false	1026	24	true	manual_review	protect_common_frequency_candidate
484	橋	true	513	177.080258	true	1028	24	false	missing	protect_common_frequency_candidate
485	餐	true	1192	45.813903	true	1029	24	false	missing	protect_common_frequency_candidate
486	講呀	false				1030	24	true	manual_review	low_priority_review
487	點呢	false				1031	24	true	manual_review	low_priority_review
488	一段	false				1032	23	true	manual_review	low_priority_review
489	一般	true	952	65.041708	false	1033	23	false	missing	protect_common_frequency_candidate
490	一張	false				1034	23	false	handled_structurally	atomic_retirement_candidate
491	八月	true	785	89.432348	false	1035	23	false	handled_structurally	protect_common_frequency_candidate
492	下個	false				1036	23	true	manual_review	low_priority_review
493	大部份	true	1620	28.455747	false	1037	23	false	handled_structurally	protect_common_frequency_candidate
494	女性	true	1156	48.781281	false	1038	23	false	handled_structurally	protect_common_frequency_candidate
495	尤其	false				1039	23	false	missing	low_priority_review
496	外圍	true	655	116.549766	true	1040	23	false	missing	protect_common_frequency_candidate
497	皮池	false				1041	23	true	manual_review	low_priority_review
498	刑事	false				1042	23	false	missing	low_priority_review
499	而且	true	849	78.334757	true	1043	23	false	missing	protect_common_frequency_candidate
500	抑或	true	1496	32.520854	false	1044	23	true	manual_review	protect_common_frequency_candidate
501	拉	true	1138	50.976739	true	1046	23	false	missing	protect_common_frequency_candidate
502	欣	false				1047	23	false	missing	low_priority_review
503	南行	false				1048	23	true	manual_review	low_priority_review
504	咯	true	762	93.497455	false	1049	23	false	missing	protect_common_frequency_candidate
505	重係	false				1050	23	true	manual_review	low_priority_review
506	馬	true	850	77.888647	true	1052	23	false	missing	protect_common_frequency_candidate
507	帳	true	1265	41.302687	false	1053	23	false	missing	protect_common_frequency_candidate
508	常	false				1054	23	false	missing	low_priority_review
509	陶	true	995	61.954030	false	1055	23	false	missing	protect_common_frequency_candidate
510	麻煩	true	839	81.302135	false	1056	23	false	missing	protect_common_frequency_candidate
511	暑假	true	919	69.106815	false	1057	23	false	missing	protect_common_frequency_candidate
512	發現	true	875	75.367380	true	1058	23	false	missing	protect_common_frequency_candidate
513	睇法	false				1059	23	true	manual_review	low_priority_review
514	程度	false				1060	23	false	missing	low_priority_review
515	嘥	true	1040	56.911494	false	1063	23	false	missing	protect_common_frequency_candidate
516	澳洲	true	963	65.041708	false	1064	23	false	missing	protect_common_frequency_candidate
517	講啦	false				1065	23	true	manual_review	low_priority_review
518	點算	true	1117	52.846388	false	1066	23	true	manual_review	protect_common_frequency_candidate
519	聽講	true	833	81.302135	false	1068	23	false	handled_structurally	protect_common_frequency_candidate
520	力	true	1772	24.390640	false	1070	22	false	missing	protect_common_frequency_candidate
521	冇事	true	1607	28.455747	false	1071	22	true	manual_review	protect_common_frequency_candidate
522	左下角	false				1073	22	true	manual_review	low_priority_review
523	左畫	false				1074	22	true	manual_review	low_priority_review
524	本來	true	1161	48.781281	false	1075	22	false	missing	protect_common_frequency_candidate
525	生日	true	811	85.367242	false	1076	22	false	handled_structurally	protect_common_frequency_candidate
526	白紙	false				1077	22	true	manual_review	low_priority_review
527	尖	false				1078	22	false	missing	low_priority_review
528	年紀	true	1486	32.520854	false	1079	22	false	missing	protect_common_frequency_candidate
529	男	true	1508	32.520854	false	1081	22	false	missing	protect_common_frequency_candidate
530	事實	true	1738	25.488370	true	1082	22	false	missing	protect_common_frequency_candidate
531	兩間	false				1083	22	true	manual_review	low_priority_review
532	尚	true	1717	25.814179	false	1084	22	false	missing	protect_common_frequency_candidate
533	於是	true	1641	28.455747	false	1085	22	false	missing	protect_common_frequency_candidate
534	版	true	567	145.571924	true	1086	22	false	missing	protect_common_frequency_candidate
535	直到	true	903	72.279702	false	1087	22	false	handled_structurally	protect_common_frequency_candidate
536	空白	true	711	103.256717	false	1088	22	false	missing	protect_common_frequency_candidate
537	指	true	584	140.940407	true	1089	22	false	missing	protect_common_frequency_candidate
538	要點	false				1090	22	false	handled_structurally	atomic_retirement_candidate
539	負責	false				1091	22	false	missing	low_priority_review
540	冤墓	false				1092	22	true	manual_review	low_priority_review
541	畫條	false				1093	22	true	manual_review	low_priority_review
542	電子	true	838	81.302135	false	1094	22	false	missing	protect_common_frequency_candidate
543	標	false				1095	22	false	missing	low_priority_review
544	談	true	1563	30.977015	false	1096	22	false	missing	protect_common_frequency_candidate
545	講返	false				1098	22	true	manual_review	low_priority_review
546	舊年	true	1170	48.781281	false	1099	22	false	handled_structurally	protect_common_frequency_candidate
547	覆	true	813	85.367242	false	1100	22	false	missing	protect_common_frequency_candidate
548	九點	false				1102	21	true	manual_review	low_priority_review
549	大約	true	896	73.051621	true	1103	21	false	handled_structurally	protect_common_frequency_candidate
550	分開	true	1017	60.530491	true	1104	21	false	handled_structurally	protect_common_frequency_candidate
551	升	true	688	107.888234	true	1105	21	false	missing	protect_common_frequency_candidate
552	廿	true	676	110.855611	true	1106	21	false	missing	protect_common_frequency_candidate
553	打個	false				1107	21	true	manual_review	low_priority_review
554	白色	true	757	95.572613	true	1108	21	false	missing	protect_common_frequency_candidate
555	行去	false				1109	21	true	manual_review	low_priority_review
556	形狀	true	696	106.224095	true	1110	21	false	missing	protect_common_frequency_candidate
557	我想問	false				1111	21	true	manual_review	low_priority_review
558	改變	false				1112	21	false	handled_structurally	atomic_retirement_candidate
559	私人	false				1113	21	false	missing	low_priority_review
560	兩個韻	false				1114	21	true	manual_review	low_priority_review
561	受山	false				1115	21	true	manual_review	low_priority_review
562	底下	true	1239	44.270064	true	1116	21	false	missing	protect_common_frequency_candidate
563	東行	false				1117	21	true	manual_review	low_priority_review
564	長方形	true	686	108.419553	false	1118	21	false	missing	protect_common_frequency_candidate
565	航	true	1731	25.814179	false	1119	21	false	missing	protect_common_frequency_candidate
566	兜返	false				1120	21	true	manual_review	low_priority_review
567	捱	true	1213	44.716174	false	1121	21	false	missing	protect_common_frequency_candidate
568	終於	true	1585	29.553476	true	1122	21	false	missing	protect_common_frequency_candidate
569	處理	true	1894	21.423263	true	1123	21	false	missing	protect_common_frequency_candidate
570	幾耐	true	1210	44.716174	false	1125	21	true	manual_review	protect_common_frequency_candidate
571	準備	true	1018	60.204682	true	1127	21	false	missing	protect_common_frequency_candidate
572	解	true	1256	41.748797	true	1128	21	false	missing	protect_common_frequency_candidate
573	資產	false				1129	21	false	missing	low_priority_review
574	預算案	false				1130	21	true	manual_review	low_priority_review
575	墓	true	1912	20.651343	false	1131	21	false	missing	protect_common_frequency_candidate
576	維持	false				1132	21	false	missing	low_priority_review
577	舖	true	1056	56.911494	false	1133	21	false	missing	protect_common_frequency_candidate
578	機構	false				1134	21	false	missing	low_priority_review
579	離開	false				1135	21	false	missing	low_priority_review
580	聽眾	false				1136	21	false	missing	low_priority_review
581	一方面	false				1137	20	false	handled_structurally	atomic_retirement_candidate
582	七月	true	1197	44.716174	false	1138	20	false	handled_structurally	protect_common_frequency_candidate
583	三年	false				1139	20	false	handled_structurally	atomic_retirement_candidate
584	仍然	false				1140	20	false	missing	low_priority_review
585	手面	false				1141	20	true	manual_review	low_priority_review
586	乎	false				1142	20	false	missing	low_priority_review
587	以後	true	1467	32.520854	false	1143	20	false	missing	protect_common_frequency_candidate
588	北面	true	1546	30.977015	false	1144	20	false	handled_structurally	protect_common_frequency_candidate
589	仲要	false				1145	20	true	manual_review	low_priority_review
590	兆	false				1146	20	false	missing	low_priority_review
591	同個	false				1147	20	true	manual_review	low_priority_review
592	地下	true	1030	58.335033	true	1148	20	false	missing	protect_common_frequency_candidate
593	地產	false				1149	20	false	missing	low_priority_review
594	年代	false				1150	20	false	missing	low_priority_review
595	即話	false				1151	20	true	manual_review	low_priority_review
596	我同	false				1152	20	true	manual_review	low_priority_review
597	身邊	false				1153	20	false	missing	low_priority_review
598	例子	true	1971	20.325534	false	1154	20	false	missing	protect_common_frequency_candidate
599	爭	true	572	144.474194	true	1158	20	false	missing	protect_common_frequency_candidate
600	盈利	false				1159	20	false	missing	low_priority_review
601	值得	true	1974	20.325534	false	1160	20	false	missing	protect_common_frequency_candidate
602	哩度	true	592	138.213629	false	1161	20	true	manual_review	protect_common_frequency_candidate
603	唔肯	false				1162	20	true	manual_review	low_priority_review
604	做咩	false				1163	20	true	manual_review	low_priority_review
605	健	false				1164	20	false	missing	low_priority_review
606	夠	true	351	314.110949	true	1165	20	false	missing	protect_common_frequency_candidate
607	控制	true	1381	36.585961	false	1166	20	false	missing	protect_common_frequency_candidate
608	被	false				1167	20	false	missing	low_priority_review
609	報	true	753	96.790643	true	1168	20	false	missing	protect_common_frequency_candidate
610	結婚	true	1010	60.976601	false	1169	20	false	missing	protect_common_frequency_candidate
611	順	true	1016	60.856301	true	1170	20	false	missing	protect_common_frequency_candidate
612	煙海	false				1171	20	false	handled_structurally	atomic_retirement_candidate
613	聖經	true	832	81.302135	false	1172	20	false	missing	protect_common_frequency_candidate
614	補習	true	1232	44.716174	false	1173	20	false	missing	protect_common_frequency_candidate
615	圖形	true	707	103.256717	false	1175	20	false	handled_structurally	protect_common_frequency_candidate
616	實在	true	1253	41.748797	true	1176	20	false	missing	protect_common_frequency_candidate
617	精神	false				1178	20	false	missing	low_priority_review
618	暫時	true	1101	52.846388	false	1179	20	false	missing	protect_common_frequency_candidate
619	賠	true	1849	24.390640	false	1180	20	false	missing	protect_common_frequency_candidate
620	整個	false				1182	20	false	handled_structurally	atomic_retirement_candidate
621	講乜	false				1183	20	true	manual_review	low_priority_review
622	闆	false				1184	20	false	missing	low_priority_review
623	叢	false				1185	20	false	missing	low_priority_review
624	競爭	false				1186	20	false	missing	low_priority_review
625	公	false				1187	19	false	missing	low_priority_review
626	只要	true	1205	44.716174	false	1188	19	false	missing	protect_common_frequency_candidate
627	右下角	false				1189	19	true	manual_review	low_priority_review
628	失業	true	1155	48.781281	false	1190	19	false	missing	protect_common_frequency_candidate
629	正下方	true	710	103.256717	false	1191	19	false	manual_review	protect_common_frequency_candidate
630	民	false				1192	19	false	missing	low_priority_review
631	先算	false				1193	19	true	manual_review	low_priority_review
632	好話	false				1195	19	false	handled_structurally	atomic_retirement_candidate
633	你點	false				1196	19	true	manual_review	low_priority_review
634	形式	true	1582	29.553476	true	1197	19	false	missing	protect_common_frequency_candidate
635	例	false				1198	19	false	missing	low_priority_review
636	到底	true	931	67.562976	true	1199	19	false	missing	protect_common_frequency_candidate
637	抹	false				1200	19	false	missing	low_priority_review
638	的	true	1509	32.520854	false	1201	19	false	missing	protect_common_frequency_candidate
639	保障	false				1202	19	false	missing	low_priority_review
640	張紙	false				1203	19	true	manual_review	low_priority_review
641	想講	false				1206	19	true	manual_review	low_priority_review
642	溝通	true	1275	40.976877	true	1207	19	false	missing	protect_common_frequency_candidate
643	道	true	1674	28.455747	false	1208	19	false	missing	protect_common_frequency_candidate
644	零	true	568	145.571924	true	1209	19	false	missing	protect_common_frequency_candidate
645	電視機	false				1210	19	false	handled_structurally	atomic_retirement_candidate
646	預備	true	912	70.084244	true	1211	19	false	missing	protect_common_frequency_candidate
647	噏	true	1074	55.041846	true	1215	19	false	manual_review	protect_common_frequency_candidate
648	頹	false				1216	19	false	missing	low_priority_review
649	一個韻	false				1218	18	true	manual_review	low_priority_review
650	三角形	true	898	72.279702	false	1219	18	false	handled_structurally	protect_common_frequency_candidate
651	分手	false				1220	18	false	handled_structurally	atomic_retirement_candidate
652	反應	true	1359	36.585961	false	1221	18	false	missing	protect_common_frequency_candidate
653	右下	false				1223	18	false	handled_structurally	atomic_retirement_candidate
654	右手邊	true	235	547.260599	false	1224	18	false	manual_review	protect_common_frequency_candidate
655	市民	false				1225	18	false	missing	low_priority_review
656	回歸	true	1363	36.585961	false	1226	18	false	missing	protect_common_frequency_candidate
657	成功	true	1494	32.520854	false	1227	18	false	missing	protect_common_frequency_candidate
658	有人	false				1228	18	false	handled_structurally	atomic_retirement_candidate
659	男性	false				1231	18	false	missing	low_priority_review
660	性格	true	1211	44.716174	false	1232	18	false	handled_structurally	protect_common_frequency_candidate
661	放假	true	917	69.106815	false	1233	18	false	handled_structurally	protect_common_frequency_candidate
662	直頭	true	975	64.269789	true	1234	18	false	manual_review	protect_common_frequency_candidate
663	返上	false				1235	18	true	manual_review	low_priority_review
664	南方	true	358	304.607315	false	1236	18	false	missing	protect_common_frequency_candidate
665	是但	true	1032	58.335033	true	1237	18	false	manual_review	protect_common_frequency_candidate
666	相當	false				1238	18	false	missing	low_priority_review
667	英國	true	746	97.562562	false	1239	18	false	missing	protect_common_frequency_candidate
668	要好	false				1240	18	false	handled_structurally	atomic_retirement_candidate
669	俾人	false				1241	18	true	manual_review	low_priority_review
670	原則	false				1242	18	false	missing	low_priority_review
671	埋個	false				1243	18	true	manual_review	low_priority_review
672	拿	false				1244	18	false	missing	low_priority_review
673	旁邊	true	1015	60.856301	true	1245	18	false	missing	protect_common_frequency_candidate
674	留	true	848	78.334757	true	1246	18	false	missing	protect_common_frequency_candidate
675	追	true	1412	36.585961	false	1248	18	false	missing	protect_common_frequency_candidate
676	做過	false				1249	18	true	manual_review	low_priority_review
677	得罪	true	1005	60.976601	false	1250	18	false	missing	protect_common_frequency_candidate
678	畢業	true	1164	48.781281	false	1251	18	false	missing	protect_common_frequency_candidate
679	剩	true	1358	36.585961	false	1252	18	false	missing	protect_common_frequency_candidate
680	幾大	false				1253	18	true	manual_review	low_priority_review
681	提供	false				1254	18	false	missing	low_priority_review
682	象徵	false				1255	18	false	missing	low_priority_review
683	感情	false				1256	18	false	missing	low_priority_review
684	試下	false				1259	18	true	manual_review	low_priority_review
685	熄	true	1301	40.651067	false	1260	18	false	missing	protect_common_frequency_candidate
686	廠	true	728	98.986101	true	1261	18	false	missing	protect_common_frequency_candidate
687	靚女	true	923	69.106815	false	1264	18	false	handled_structurally	protect_common_frequency_candidate
688	儲	true	555	150.408950	false	1265	18	false	missing	protect_common_frequency_candidate
689	應	true	1274	40.976877	true	1266	18	false	missing	protect_common_frequency_candidate
690	擦膠	true	768	92.931045	false	1268	18	false	manual_review	protect_common_frequency_candidate
691	禮物	true	1398	36.585961	false	1269	18	false	missing	protect_common_frequency_candidate
692	雞	true	1678	28.455747	false	1270	18	false	missing	protect_common_frequency_candidate
693	鐘意	true	1677	28.455747	false	1272	18	false	handled_structurally	protect_common_frequency_candidate
694	權	true	1162	48.781281	false	1273	18	false	missing	protect_common_frequency_candidate
695	鑑林	false				1274	18	true	manual_review	low_priority_review
696	三點	true	1247	42.074606	true	1275	17	false	manual_review	protect_common_frequency_candidate
697	下邊	true	397	265.174277	true	1276	17	false	handled_structurally	protect_common_frequency_candidate
698	公眾	false				1277	17	false	missing	low_priority_review
699	太過	true	1364	36.585961	false	1278	17	true	manual_review	protect_common_frequency_candidate
700	毋	false				1279	17	false	missing	low_priority_review
701	四十五度	false				1280	17	true	manual_review	low_priority_review
702	左下	true	1917	20.651343	false	1281	17	false	handled_structurally	protect_common_frequency_candidate
703	平排	true	670	113.582389	false	1282	17	false	manual_review	protect_common_frequency_candidate
704	必須	false				1283	17	false	missing	low_priority_review
705	打直	true	708	103.256717	false	1284	17	false	manual_review	protect_common_frequency_candidate
706	打斜	true	820	82.605373	false	1285	17	false	manual_review	protect_common_frequency_candidate
707	民主黨	false				1286	17	false	missing	low_priority_review
708	任	true	1763	24.390640	false	1287	17	false	missing	protect_common_frequency_candidate
709	再落	false				1288	17	true	manual_review	low_priority_review
710	多數	true	957	65.041708	false	1289	17	false	missing	protect_common_frequency_candidate
711	好大	false				1290	17	true	manual_review	low_priority_review
712	好慘	false				1291	17	true	manual_review	low_priority_review
713	收到	false				1292	17	false	missing	low_priority_review
714	有機	false				1293	17	false	handled_structurally	atomic_retirement_candidate
715	告	false				1294	17	false	missing	low_priority_review
716	我估	false				1295	17	true	manual_review	low_priority_review
717	我畫	false				1296	17	true	manual_review	low_priority_review
718	言論	false				1297	17	false	missing	low_priority_review
719	受到	true	1989	20.325534	false	1298	17	false	missing	protect_common_frequency_candidate
720	咁上下	true	908	70.530353	true	1299	17	false	manual_review	protect_common_frequency_candidate
721	波浪	true	822	82.605373	false	1300	17	false	missing	protect_common_frequency_candidate
722	知有	false				1301	17	true	manual_review	low_priority_review
723	阿哥	true	1060	56.911494	false	1302	17	false	handled_structurally	protect_common_frequency_candidate
724	後生	false				1303	17	true	manual_review	low_priority_review
725	計劃	false				1305	17	false	missing	low_priority_review
726	個害	false				1306	17	true	manual_review	low_priority_review
727	租	true	890	73.171921	false	1308	17	false	missing	protect_common_frequency_candidate
728	純粹	true	1088	53.172197	true	1309	17	false	missing	protect_common_frequency_candidate
729	高度	true	827	81.507644	true	1310	17	false	handled_structurally	protect_common_frequency_candidate
730	基本法	false				1311	17	false	missing	low_priority_review
731	將個	false				1312	17	true	manual_review	low_priority_review
732	理論	false				1313	17	false	missing	low_priority_review
733	處	false				1314	17	false	missing	low_priority_review
734	喊	true	1144	49.879010	true	1315	17	false	missing	protect_common_frequency_candidate
735	圍住	false				1316	17	false	missing	low_priority_review
736	尊嚴	false				1317	17	false	missing	low_priority_review
737	照	true	897	72.400002	true	1319	17	false	missing	protect_common_frequency_candidate
738	落落	false				1320	17	true	manual_review	low_priority_review
739	資料	true	1407	36.585961	false	1321	17	false	missing	protect_common_frequency_candidate
740	審	false				1322	17	false	missing	low_priority_review
741	撳	true	916	69.106815	false	1323	17	false	missing	protect_common_frequency_candidate
742	複雜	true	1242	43.944255	true	1324	17	false	missing	protect_common_frequency_candidate
743	輪	true	982	62.725950	true	1326	17	false	missing	protect_common_frequency_candidate
744	靚仔	true	970	65.041708	false	1328	17	true	manual_review	protect_common_frequency_candidate
745	瞭解	false				1330	17	false	missing	low_priority_review
746	邊行	false				1331	17	true	manual_review	low_priority_review
747	權利	false				1332	17	false	missing	low_priority_review
748	一晚	false				1333	16	true	manual_review	low_priority_review
749	一點	true	1590	28.781557	true	1334	16	false	handled_structurally	protect_common_frequency_candidate
750	人士	true	1466	32.520854	false	1335	16	false	missing	protect_common_frequency_candidate
751	上角	false				1336	16	true	manual_review	low_priority_review
752	上邊	true	478	202.688927	true	1337	16	false	handled_structurally	protect_common_frequency_candidate
753	下下	true	1346	36.585961	false	1338	16	true	manual_review	protect_common_frequency_candidate
754	已	false				1339	16	false	missing	low_priority_review
755	不嬲	true	1038	56.911494	false	1340	16	true	manual_review	protect_common_frequency_candidate
756	公平	true	1981	20.325534	false	1341	16	false	missing	protect_common_frequency_candidate
757	冇所謂	true	1743	25.488370	true	1342	16	false	missing	protect_common_frequency_candidate
758	失敗	false				1343	16	false	missing	low_priority_review
759	合格	true	1362	36.585961	false	1345	16	false	missing	protect_common_frequency_candidate
760	安排	false				1346	16	false	missing	low_priority_review
761	成張	false				1347	16	true	manual_review	low_priority_review
762	自	false				1349	16	false	missing	low_priority_review
763	似乎	true	1602	28.455747	false	1350	16	false	missing	protect_common_frequency_candidate
764	即個	false				1351	16	true	manual_review	low_priority_review
765	吸引	true	1087	53.172197	true	1352	16	false	missing	protect_common_frequency_candidate
766	更	true	1328	39.879148	true	1353	16	false	missing	protect_common_frequency_candidate
767	垂直	true	939	67.116866	false	1354	16	false	missing	protect_common_frequency_candidate
768	奇怪	true	878	74.269651	true	1355	16	false	missing	protect_common_frequency_candidate
769	空間	false				1356	16	false	missing	low_priority_review
770	阿婆	true	1061	56.911494	false	1357	16	false	missing	protect_common_frequency_candidate
771	信佳	false				1358	16	true	manual_review	low_priority_review
772	咬	true	909	70.204544	true	1359	16	false	missing	protect_common_frequency_candidate
773	城堡	true	798	87.768209	false	1360	16	false	missing	protect_common_frequency_candidate
774	政黨	false				1361	16	false	missing	low_priority_review
775	冤	false				1362	16	false	missing	low_priority_review
776	效	true	942	67.116866	false	1363	16	false	missing	protect_common_frequency_candidate
777	問我	false				1366	16	true	manual_review	low_priority_review
778	基本	false				1367	16	false	missing	low_priority_review
779	教育	false				1368	16	false	missing	low_priority_review
780	殺	true	1650	28.455747	false	1369	16	false	missing	protect_common_frequency_candidate
781	毫子	true	1104	52.846388	false	1370	16	true	manual_review	protect_common_frequency_candidate
782	深	true	1106	52.846388	false	1371	16	false	missing	protect_common_frequency_candidate
783	雀仔	true	1855	24.390640	false	1372	16	true	manual_review	protect_common_frequency_candidate
784	創作	true	1284	40.651067	false	1373	16	false	missing	protect_common_frequency_candidate
785	幾喇	false				1374	16	true	manual_review	low_priority_review
786	朝頭早	true	1160	48.781281	false	1375	16	true	manual_review	protect_common_frequency_candidate
787	無端端	true	1219	44.716174	false	1376	16	false	missing	protect_common_frequency_candidate
788	越來	false				1377	16	true	manual_review	low_priority_review
789	黃	true	925	69.106815	false	1378	16	false	missing	protect_common_frequency_candidate
790	搞錯	true	1006	60.976601	false	1379	16	false	handled_structurally	protect_common_frequency_candidate
791	資訊	true	1878	23.618721	true	1380	16	false	missing	protect_common_frequency_candidate
792	對方	false				1381	16	false	missing	low_priority_review
793	語言	true	984	62.400140	true	1382	16	false	missing	protect_common_frequency_candidate
