r7_order	word	common_core	common_rank	common_combined_ppm	common_attested_both	cifu_rank	cifu_spoken_adult	cifu_reconstructed_jyutping	prior_audit_status	priority_action
794	整體	false				1383	16	false	missing	low_priority_review
795	醒	true	936	67.237166	true	1384	16	false	missing	protect_common_frequency_candidate
796	環保	false				1385	16	false	missing	low_priority_review
797	總	true	1570	30.651205	true	1386	16	false	missing	protect_common_frequency_candidate
798	講個	false				1387	16	true	manual_review	low_priority_review
799	轉個	false				1388	16	true	manual_review	low_priority_review
800	證明	true	1330	39.879148	true	1389	16	false	missing	protect_common_frequency_candidate
801	黨	false				1390	16	false	missing	low_priority_review
802	攪	false				1391	16	false	missing	low_priority_review
803	一次過	true	1345	36.585961	false	1392	15	true	manual_review	protect_common_frequency_candidate
804	一百蚊	false				1393	15	true	manual_review	low_priority_review
805	乜鬼	true	1348	36.585961	false	1394	15	true	manual_review	protect_common_frequency_candidate
806	上年	true	1150	48.781281	false	1395	15	true	manual_review	protect_common_frequency_candidate
807	不斷	true	1697	26.586099	true	1396	15	false	missing	protect_common_frequency_candidate
808	之類	true	1578	29.553476	true	1397	15	false	missing	protect_common_frequency_candidate
809	冇用	true	1768	24.390640	false	1398	15	false	handled_structurally	protect_common_frequency_candidate
810	片	true	1568	30.651205	true	1399	15	false	missing	protect_common_frequency_candidate
811	右下方	true	1180	46.465523	false	1400	15	false	manual_review	protect_common_frequency_candidate
812	左手邊	true	337	325.258658	false	1401	15	false	manual_review	protect_common_frequency_candidate
813	印椰樹	false				1402	15	true	manual_review	low_priority_review
814	地點	true	870	76.344809	true	1403	15	false	missing	protect_common_frequency_candidate
815	多少	false				1404	15	false	handled_structurally	atomic_retirement_candidate
816	多次	false				1405	15	false	handled_structurally	atomic_retirement_candidate
817	多個	false				1406	15	false	handled_structurally	atomic_retirement_candidate
818	好處	true	1208	44.716174	false	1407	15	false	missing	protect_common_frequency_candidate
819	存在	false				1408	15	false	missing	low_priority_review
820	有趣	true	1148	49.107091	true	1409	15	false	missing	protect_common_frequency_candidate
821	老實	false				1410	15	false	missing	low_priority_review
822	艾爾頓	true	745	97.562562	false	1411	15	true	manual_review	protect_common_frequency_candidate
823	何	true	1739	25.488370	true	1412	15	false	missing	protect_common_frequency_candidate
824	冷氣	true	1143	49.879010	true	1413	15	false	missing	protect_common_frequency_candidate
825	角色	false				1415	15	false	handled_structurally	atomic_retirement_candidate
826	車主	false				1416	15	false	missing	low_priority_review
827	亞視	true	1001	60.976601	false	1417	15	true	manual_review	protect_common_frequency_candidate
828	依家	true	876	75.247079	true	1418	15	false	manual_review	protect_common_frequency_candidate
829	坦白	false				1419	15	false	missing	low_priority_review
830	明顯	true	1340	37.683690	true	1421	15	false	missing	protect_common_frequency_candidate
831	法例	false				1422	15	true	manual_review	low_priority_review
832	金	true	976	63.823679	true	1425	15	false	missing	protect_common_frequency_candidate
833	迫	true	947	66.139437	true	1428	15	false	missing	protect_common_frequency_candidate
834	重新	true	1754	24.716450	true	1429	15	false	missing	protect_common_frequency_candidate
835	音響	true	1175	48.781281	false	1431	15	false	missing	protect_common_frequency_candidate
836	個意	false				1432	15	true	manual_review	low_priority_review
837	恐怖	true	1583	29.553476	true	1434	15	false	missing	protect_common_frequency_candidate
838	捉	true	1497	32.520854	false	1435	15	false	missing	protect_common_frequency_candidate
839	時話	false				1436	15	true	manual_review	low_priority_review
840	除非	true	1587	29.553476	true	1437	15	false	missing	protect_common_frequency_candidate
841	情	false				1438	15	false	missing	low_priority_review
842	排隊	true	1080	54.269926	true	1439	15	false	missing	protect_common_frequency_candidate
843	票	false				1440	15	false	missing	low_priority_review
844	終審	false				1441	15	true	manual_review	low_priority_review
845	竟然	true	1458	33.618583	true	1442	15	false	missing	protect_common_frequency_candidate
846	就畫	false				1443	15	true	manual_review	low_priority_review
847	提出	false				1444	15	false	missing	low_priority_review
848	答案	true	1749	25.488370	true	1445	15	false	missing	protect_common_frequency_candidate
849	著	false				1446	15	false	missing	low_priority_review
850	賀	false				1447	15	false	missing	low_priority_review
851	黑	true	1589	29.553476	true	1448	15	false	missing	protect_common_frequency_candidate
852	椰	true	1554	30.977015	false	1449	15	false	missing	protect_common_frequency_candidate
853	落返	false				1450	15	true	manual_review	low_priority_review
854	過個	false				1451	15	true	manual_review	low_priority_review
855	隔	true	825	82.279564	true	1452	15	false	missing	protect_common_frequency_candidate
856	電影	true	1237	44.716174	false	1453	15	false	missing	protect_common_frequency_candidate
857	寧願	true	1043	56.911494	false	1454	15	false	missing	protect_common_frequency_candidate
858	摺	false				1455	15	false	missing	low_priority_review
859	盡	true	1453	34.716312	true	1456	15	false	missing	protect_common_frequency_candidate
860	福利	true	1510	32.520854	false	1457	15	false	missing	protect_common_frequency_candidate
861	與	false				1458	15	false	missing	low_priority_review
862	劍	true	817	82.605373	false	1459	15	false	missing	protect_common_frequency_candidate
863	層	false				1460	15	false	missing	low_priority_review
864	數	true	658	115.572337	true	1461	15	false	missing	protect_common_frequency_candidate
865	樓	false				1462	15	false	missing	low_priority_review
866	膠袋	false				1463	15	true	manual_review	low_priority_review
867	諗法	true	1315	40.651067	false	1464	15	true	manual_review	protect_common_frequency_candidate
868	選	false				1466	15	false	missing	low_priority_review
869	錄	true	895	73.171921	false	1467	15	false	missing	protect_common_frequency_candidate
870	講番	false				1468	15	true	manual_review	low_priority_review
871	點會	false				1469	15	true	manual_review	low_priority_review
872	醫療	false				1470	15	false	missing	low_priority_review
873	贊成	true	1851	24.390640	false	1471	15	false	missing	protect_common_frequency_candidate
874	一本	false				1473	14	true	manual_review	low_priority_review
875	一座	false				1474	14	true	manual_review	low_priority_review
876	下角	false				1475	14	true	manual_review	low_priority_review
877	大隻	true	1621	28.455747	false	1476	14	true	manual_review	protect_common_frequency_candidate
878	女皇	true	1289	40.651067	false	1477	14	false	missing	protect_common_frequency_candidate
879	五點	true	1600	28.455747	false	1478	14	true	manual_review	protect_common_frequency_candidate
880	引起	false				1479	14	false	missing	low_priority_review
881	心理	true	1632	28.455747	false	1480	14	false	missing	protect_common_frequency_candidate
882	文化	true	1296	40.651067	false	1481	14	false	missing	protect_common_frequency_candidate
883	毛	true	1103	52.846388	false	1482	14	false	missing	protect_common_frequency_candidate
884	右畫	false				1483	14	true	manual_review	low_priority_review
885	再畫	false				1484	14	true	manual_review	low_priority_review
886	各	true	1081	53.944117	true	1485	14	false	missing	protect_common_frequency_candidate
887	回應	false				1486	14	false	missing	low_priority_review
888	有關	true	1648	28.455747	false	1488	14	false	missing	protect_common_frequency_candidate
889	行業	true	1842	24.390640	false	1489	14	false	missing	protect_common_frequency_candidate
890	每個	false				1492	14	false	handled_structurally	atomic_retirement_candidate
891	沙	false				1493	14	false	missing	low_priority_review
892	角度	true	1895	21.423263	true	1494	14	false	handled_structurally	protect_common_frequency_candidate
893	事實上	false				1495	14	false	missing	low_priority_review
894	佬	false				1496	14	false	missing	low_priority_review
895	或	false				1497	14	false	missing	low_priority_review
896	拍拖	false				1498	14	false	missing	low_priority_review
897	果	false				1499	14	false	missing	low_priority_review
898	沾污	false				1500	14	true	manual_review	low_priority_review
899	削	true	882	73.171921	false	1501	14	false	missing	protect_common_frequency_candidate
900	屋企人	true	1290	40.651067	false	1502	14	false	handled_structurally	protect_common_frequency_candidate
901	架構	false				1503	14	false	missing	low_priority_review
902	查	true	810	85.367242	false	1504	14	false	missing	protect_common_frequency_candidate
903	要講	false				1505	14	true	manual_review	low_priority_review
904	重複	true	1271	41.302687	false	1506	14	false	missing	protect_common_frequency_candidate
905	倒	true	1085	53.498007	true	1507	14	false	missing	protect_common_frequency_candidate
906	剛才	false				1508	14	false	missing	low_priority_review
907	容許	false				1509	14	false	missing	low_priority_review
908	效率	false				1510	14	false	missing	low_priority_review
909	根據	false				1511	14	false	missing	low_priority_review
910	特登	true	1302	40.651067	false	1512	14	true	manual_review	protect_common_frequency_candidate
911	唪	false				1514	14	false	missing	low_priority_review
912	從來	true	1491	32.520854	false	1515	14	false	missing	protect_common_frequency_candidate
913	教授	false				1516	14	false	missing	low_priority_review
914	貨	true	1084	53.944117	true	1518	14	false	missing	protect_common_frequency_candidate
915	郭富城	false				1519	14	true	manual_review	low_priority_review
916	幾咁	false				1520	14	true	manual_review	low_priority_review
917	牌	true	1108	52.846388	false	1521	14	false	missing	protect_common_frequency_candidate
918	牌子	true	1053	56.911494	false	1522	14	false	missing	protect_common_frequency_candidate
919	等於	true	1342	37.683690	true	1523	14	false	missing	protect_common_frequency_candidate
920	費事	true	1234	44.716174	false	1524	14	true	manual_review	protect_common_frequency_candidate
921	貼	true	680	109.191472	true	1525	14	false	missing	protect_common_frequency_candidate
922	媽咪	true	1792	24.390640	false	1526	14	false	missing	protect_common_frequency_candidate
923	搞掂	true	973	64.595598	true	1527	14	false	manual_review	protect_common_frequency_candidate
924	經常	false				1528	14	false	missing	low_priority_review
925	聖誕	true	1055	56.911494	false	1529	14	false	missing	protect_common_frequency_candidate
926	預	true	1421	36.585961	false	1530	14	false	missing	protect_common_frequency_candidate
927	罷	false				1532	14	false	missing	low_priority_review
928	舖頭	true	1231	44.716174	false	1533	14	true	manual_review	protect_common_frequency_candidate
929	養魚	false				1534	14	true	manual_review	low_priority_review
930	錄音	true	844	80.084106	true	1535	14	false	missing	protect_common_frequency_candidate
931	講講	false				1536	14	true	manual_review	low_priority_review
932	離婚	false				1538	14	false	missing	low_priority_review
933	壞	true	1097	52.846388	false	1539	14	false	missing	protect_common_frequency_candidate
934	羅	false				1540	14	false	missing	low_priority_review
935	辭典	true	862	77.237028	false	1541	14	false	missing	protect_common_frequency_candidate
936	邊緣	true	907	72.279702	false	1542	14	false	missing	protect_common_frequency_candidate
937	類	true	1461	33.618583	true	1543	14	false	missing	protect_common_frequency_candidate
938	讓	true	1317	40.651067	false	1544	14	false	missing	protect_common_frequency_candidate
939	一件	false				1545	13	false	handled_structurally	atomic_retirement_candidate
940	一部份	false				1546	13	true	manual_review	low_priority_review
941	一棵	false				1547	13	true	manual_review	low_priority_review
942	十年	false				1548	13	false	handled_structurally	atomic_retirement_candidate
943	中心	true	1193	45.041984	true	1550	13	false	handled_structurally	protect_common_frequency_candidate
944	中醫	true	1958	20.325534	false	1551	13	false	missing	protect_common_frequency_candidate
945	之中	true	1960	20.325534	false	1552	13	false	missing	protect_common_frequency_candidate
946	互相	false				1553	13	false	missing	low_priority_review
947	今個	false				1554	13	true	manual_review	low_priority_review
948	太太	false				1555	13	false	handled_structurally	atomic_retirement_candidate
949	日後	false				1556	13	false	missing	low_priority_review
950	主角	true	1464	32.520854	false	1557	13	false	missing	protect_common_frequency_candidate
951	主題	false				1558	13	false	missing	low_priority_review
952	出聲	true	1356	36.585961	false	1559	13	false	handled_structurally	protect_common_frequency_candidate
953	台灣	true	1361	36.585961	false	1560	13	false	missing	protect_common_frequency_candidate
954	司	false				1561	13	false	missing	low_priority_review
955	犯	false				1562	13	false	missing	low_priority_review
956	白	true	573	144.233594	true	1563	13	false	missing	protect_common_frequency_candidate
957	目的	true	1893	21.423263	true	1564	13	false	missing	protect_common_frequency_candidate
958	先得	false				1565	13	true	manual_review	low_priority_review
959	好少	false				1566	13	true	manual_review	low_priority_review
960	好煩	false				1568	13	true	manual_review	low_priority_review
961	扣	true	1495	32.520854	false	1569	13	false	missing	protect_common_frequency_candidate
962	收埋	true	1382	36.585961	false	1570	13	true	manual_review	protect_common_frequency_candidate
963	自信	false				1571	13	false	missing	low_priority_review
964	作	true	1447	34.716312	true	1572	13	false	missing	protect_common_frequency_candidate
965	你畫	false				1573	13	true	manual_review	low_priority_review
966	即要	false				1574	13	true	manual_review	low_priority_review
967	夾	true	694	106.670204	true	1575	13	false	missing	protect_common_frequency_candidate
968	我識	false				1576	13	true	manual_review	low_priority_review
969	身體	true	1141	50.976739	true	1577	13	false	missing	protect_common_frequency_candidate
970	兩條	false				1578	13	true	manual_review	low_priority_review
971	咁滯	true	1137	50.976739	true	1579	13	false	manual_review	protect_common_frequency_candidate
972	拗	false				1580	13	false	missing	low_priority_review
973	返轉頭	false				1581	13	true	manual_review	low_priority_review
974	金融	false				1582	13	false	missing	low_priority_review
975	封	true	1003	60.976601	false	1583	13	false	missing	protect_common_frequency_candidate
976	政治	false				1584	13	false	missing	low_priority_review
977	柱	false				1585	13	false	missing	low_priority_review
978	為止	false				1586	13	false	missing	low_priority_review
979	界	false				1587	13	false	missing	low_priority_review
980	閂	false				1588	13	false	missing	low_priority_review
981	面前	true	1859	24.390640	false	1589	13	false	missing	protect_common_frequency_candidate
982	食到	false				1590	13	true	manual_review	low_priority_review
983	個萍	false				1591	13	true	manual_review	low_priority_review
984	唔錯	true	1780	24.390640	false	1592	13	true	manual_review	protect_common_frequency_candidate
985	庭	false				1593	13	false	missing	low_priority_review
986	秘書	true	1661	28.455747	false	1594	13	false	missing	protect_common_frequency_candidate
987	能	false				1596	13	false	missing	low_priority_review
988	骨折	true	1116	52.846388	false	1598	13	false	missing	protect_common_frequency_candidate
989	參考	false				1599	13	false	missing	low_priority_review
990	接	true	1145	49.879010	true	1600	13	false	missing	protect_common_frequency_candidate
991	痕	false				1601	13	false	missing	low_priority_review
992	細路仔	false				1602	13	true	manual_review	low_priority_review
993	速度	false				1603	13	false	missing	low_priority_review
994	部門	false				1604	13	false	handled_structurally	atomic_retirement_candidate
995	雀	true	793	89.432348	false	1605	13	false	missing	protect_common_frequency_candidate
996	單仲佳	false				1606	13	true	manual_review	low_priority_review
997	就會	false				1607	13	true	manual_review	low_priority_review
998	幾靚	false				1608	13	true	manual_review	low_priority_review
999	幾點	false				1609	13	false	handled_structurally	atomic_retirement_candidate
1000	期	false				1611	13	false	missing	low_priority_review
1001	畫一個	false				1613	13	true	manual_review	low_priority_review
1002	稅	false				1614	13	false	missing	low_priority_review
1003	黑色	true	1119	52.400278	true	1615	13	false	missing	protect_common_frequency_candidate
1004	傷害	true	1335	38.009499	true	1616	13	false	missing	protect_common_frequency_candidate
1005	傾偈	true	1093	52.846388	false	1617	13	false	missing	protect_common_frequency_candidate
1006	感	false				1618	13	false	missing	low_priority_review
1007	損失	false				1619	13	false	missing	low_priority_review
1008	會會	false				1620	13	false	handled_structurally	atomic_retirement_candidate
1009	照顧	true	1824	24.390640	false	1621	13	false	missing	protect_common_frequency_candidate
1010	運	false				1622	13	false	missing	low_priority_review
1011	嘗試	true	1783	24.390640	false	1623	13	false	missing	protect_common_frequency_candidate
1012	監管	false				1624	13	false	missing	low_priority_review
1013	碧	false				1625	13	false	missing	low_priority_review
1014	網	false				1626	13	false	missing	low_priority_review
1015	認真	false				1627	13	false	missing	low_priority_review
1016	增加	true	1889	21.423263	true	1628	13	false	missing	protect_common_frequency_candidate
1017	數字	true	1639	28.455747	false	1629	13	false	missing	protect_common_frequency_candidate
1018	鋪	false				1631	13	false	missing	low_priority_review
1019	燈	false				1632	13	false	missing	low_priority_review
1020	講多次	false				1634	13	true	manual_review	low_priority_review
1021	嚮	true	938	67.116866	false	1635	13	false	missing	protect_common_frequency_candidate
1022	關	true	863	77.237028	false	1636	13	false	missing	protect_common_frequency_candidate
1023	一刻	false				1637	12	true	manual_review	low_priority_review
1024	一套	false				1638	12	false	handled_structurally	atomic_retirement_candidate
1025	一部	false				1639	12	true	manual_review	low_priority_review
1026	十二點	true	1538	31.748935	true	1640	12	false	manual_review	protect_common_frequency_candidate
1027	十分	false				1641	12	false	handled_structurally	atomic_retirement_candidate
1028	中學	true	1347	36.585961	false	1642	12	false	handled_structurally	protect_common_frequency_candidate
1029	之內	false				1643	12	false	missing	low_priority_review
1030	今	true	474	205.982115	true	1644	12	false	missing	protect_common_frequency_candidate
1031	內容	true	1977	20.325534	false	1645	12	false	missing	protect_common_frequency_candidate
1032	水草	true	1105	52.846388	false	1646	12	false	missing	protect_common_frequency_candidate
1033	去過	false				1648	12	true	manual_review	low_priority_review
1034	正面	false				1649	12	false	handled_structurally	atomic_retirement_candidate
1035	生產	false				1650	12	false	missing	low_priority_review
1036	合理	false				1651	12	false	missing	low_priority_review
1037	多過	false				1652	12	true	manual_review	low_priority_review
1038	好悶	false				1654	12	true	manual_review	low_priority_review
1039	成熟	false				1656	12	false	missing	low_priority_review
1040	曲線	true	734	98.093881	false	1658	12	false	missing	protect_common_frequency_candidate
1041	西行	false				1659	12	true	manual_review	low_priority_review
1042	西面	true	588	139.396568	false	1660	12	false	handled_structurally	protect_common_frequency_candidate
1043	佔	true	1579	29.553476	true	1661	12	false	missing	protect_common_frequency_candidate
1044	判	false				1662	12	false	missing	low_priority_review
1045	即將	false				1663	12	false	missing	low_priority_review
1046	形象	false				1664	12	false	missing	low_priority_review
1047	投訴	false				1665	12	false	missing	low_priority_review
1048	私家	false				1666	12	false	missing	low_priority_review
1049	兩日	false				1667	12	true	manual_review	low_priority_review
1050	兩樣	false				1668	12	false	handled_structurally	atomic_retirement_candidate
1051	制	false				1669	12	false	missing	low_priority_review
1052	呢種	false				1670	12	true	manual_review	low_priority_review
1053	居民	false				1671	12	false	missing	low_priority_review
1054	直角	true	1129	51.628358	false	1672	12	false	handled_structurally	protect_common_frequency_candidate
1055	空	true	1131	51.628358	false	1673	12	false	missing	protect_common_frequency_candidate
1056	股份	false				1674	12	false	missing	low_priority_review
1057	既然	false				1676	12	false	missing	low_priority_review
1058	珍惜	false				1677	12	false	missing	low_priority_review
1059	相處	false				1678	12	false	missing	low_priority_review
1060	相對	false				1679	12	false	handled_structurally	atomic_retirement_candidate
1061	音	true	1238	44.716174	false	1680	12	false	missing	protect_common_frequency_candidate
1062	個頭	false				1681	12	true	manual_review	low_priority_review
1063	員	false				1682	12	false	missing	low_priority_review
1064	唔多	false				1683	12	true	manual_review	low_priority_review
1065	時效	false				1684	12	false	missing	low_priority_review
1066	校長	true	1387	36.585961	false	1685	12	false	missing	protect_common_frequency_candidate
1067	核突	true	1139	50.976739	true	1686	12	false	manual_review	protect_common_frequency_candidate
1068	案件	false				1687	12	false	missing	low_priority_review
1069	破壞	false				1688	12	false	missing	low_priority_review
1070	財務	false				1689	12	false	missing	low_priority_review
1071	高過	false				1690	12	true	manual_review	low_priority_review
1072	商業	true	1616	28.455747	false	1693	12	false	missing	protect_common_frequency_candidate
1073	問吓	false				1694	12	true	manual_review	low_priority_review
1074	國內	false				1695	12	false	missing	low_priority_review
1075	最右	false				1696	12	true	manual_review	low_priority_review
1076	最底	false				1697	12	true	manual_review	low_priority_review
1077	提到	false				1699	12	false	missing	low_priority_review
1078	插	true	1028	58.660843	true	1700	12	false	missing	protect_common_frequency_candidate
1079	琴晚	true	1163	48.781281	false	1701	12	false	missing	protect_common_frequency_candidate
1080	睇住	false				1703	12	true	manual_review	low_priority_review
1081	窗	true	1241	44.270064	true	1704	12	false	missing	protect_common_frequency_candidate
1082	結	false				1705	12	false	missing	low_priority_review
1083	貼住	false				1706	12	true	manual_review	low_priority_review
1084	開燈	false				1707	12	false	missing	low_priority_review
1085	溜	false				1708	12	false	missing	low_priority_review
1086	溫暖	true	1072	55.693465	true	1709	12	false	missing	protect_common_frequency_candidate
1087	罪	false				1710	12	false	missing	low_priority_review
1088	補充	false				1711	12	false	missing	low_priority_review
1089	詳細	false				1712	12	false	missing	low_priority_review
1090	誇張	false				1713	12	false	missing	low_priority_review
1091	遇到	false				1714	12	false	missing	low_priority_review
1092	電芯	true	1174	48.781281	false	1715	12	true	manual_review	protect_common_frequency_candidate
1093	嘉賓	false				1716	12	false	missing	low_priority_review
1094	對面	true	1462	32.846664	true	1717	12	false	handled_structurally	protect_common_frequency_candidate
1095	製造	false				1718	12	false	missing	low_priority_review
1096	增長	false				1719	12	false	missing	low_priority_review
1097	黎明	false				1720	12	false	missing	low_priority_review
1098	橫線	true	821	82.605373	false	1721	12	false	missing	protect_common_frequency_candidate
1099	澳門	true	1652	28.455747	false	1722	12	false	missing	protect_common_frequency_candidate
1100	燒	false				1723	12	false	missing	low_priority_review
1101	興	true	835	81.302135	false	1724	12	false	missing	protect_common_frequency_candidate
1102	龜	true	1422	36.585961	false	1725	12	false	missing	protect_common_frequency_candidate
1103	尷尬	false				1726	12	false	missing	low_priority_review
1104	邊有	false				1728	12	true	manual_review	low_priority_review
1105	響	true	665	114.354308	true	1729	12	false	missing	protect_common_frequency_candidate
1106	爛	true	1107	52.846388	false	1730	12	false	missing	protect_common_frequency_candidate
1107	聽過	false				1731	12	true	manual_review	low_priority_review
1108	廳	false				1732	12	false	missing	low_priority_review
1109	一句	false				1733	11	false	handled_structurally	atomic_retirement_candidate
1110	一號	true	1277	40.651067	false	1734	11	false	handled_structurally	protect_common_frequency_candidate
1111	九月	true	1281	40.651067	false	1735	11	false	handled_structurally	protect_common_frequency_candidate
1112	人話	false				1736	11	true	manual_review	low_priority_review
1113	千祈	true	1774	24.390640	false	1737	11	true	manual_review	protect_common_frequency_candidate
1114	工人	false				1738	11	false	handled_structurally	atomic_retirement_candidate
1115	工業	false				1739	11	false	missing	low_priority_review
1116	五個	false				1740	11	true	manual_review	low_priority_review
1117	及	false				1741	11	false	missing	low_priority_review
1118	反對	false				1742	11	false	missing	low_priority_review
1119	心胸	false				1744	11	false	missing	low_priority_review
1120	比例	false				1745	11	false	missing	low_priority_review
1121	牛肉	true	1220	44.716174	false	1746	11	false	missing	protect_common_frequency_candidate
1122	冬天	true	1202	44.716174	false	1747	11	false	missing	protect_common_frequency_candidate
1123	出版	true	1470	32.520854	false	1748	11	false	missing	protect_common_frequency_candidate
1124	半年	false				1749	11	false	handled_structurally	atomic_retirement_candidate
1125	司長	false				1751	11	false	missing	low_priority_review
1126	必要	false				1752	11	false	missing	low_priority_review
1127	本地	false				1753	11	false	missing	low_priority_review
1128	正上方	true	1126	51.628358	false	1754	11	false	manual_review	protect_common_frequency_candidate
1129	正版	true	920	69.106815	false	1755	11	true	manual_review	protect_common_frequency_candidate
1130	甩	true	1221	44.716174	false	1756	11	false	missing	protect_common_frequency_candidate
1131	光	false				1757	11	false	missing	low_priority_review
1132	再行	false				1758	11	true	manual_review	low_priority_review
1133	在	true	2000	20.325534	false	1759	11	false	missing	protect_common_frequency_candidate
1134	好快	false				1761	11	true	manual_review	low_priority_review
1135	好近	false				1762	11	true	manual_review	low_priority_review
1136	好遠	false				1763	11	true	manual_review	low_priority_review
1137	妄想	false				1764	11	false	missing	low_priority_review
1138	成年	false				1766	11	false	missing	low_priority_review
1139	老細	true	724	101.627669	false	1767	11	true	manual_review	protect_common_frequency_candidate
1140	自從	true	1839	24.390640	false	1768	11	false	missing	protect_common_frequency_candidate
1141	初頭	true	1283	40.651067	false	1769	11	true	manual_review	protect_common_frequency_candidate
1142	局	false				1770	11	false	missing	low_priority_review
1143	我問	false				1771	11	true	manual_review	low_priority_review
1144	足夠	false				1772	11	false	missing	low_priority_review
1145	邪	true	1675	28.455747	false	1773	11	false	missing	protect_common_frequency_candidate
1146	事業	false				1774	11	false	missing	low_priority_review
1147	兩點	true	1742	25.488370	true	1775	11	false	manual_review	protect_common_frequency_candidate
1148	咀	false				1776	11	false	missing	low_priority_review
1149	定義	false				1777	11	false	missing	low_priority_review
1150	忽然	false				1778	11	false	missing	low_priority_review
1151	拃	true	1378	36.585961	false	1779	11	true	manual_review	protect_common_frequency_candidate
1152	東面	true	531	170.373583	false	1781	11	false	handled_structurally	protect_common_frequency_candidate
1153	欣賞	false				1782	11	false	missing	low_priority_review
1154	股價	false				1783	11	false	missing	low_priority_review
1155	表現	true	1670	28.455747	false	1784	11	false	missing	protect_common_frequency_candidate
1156	長遠	false				1785	11	false	handled_structurally	atomic_retirement_candidate
1157	保險	false				1786	11	false	missing	low_priority_review
1158	活動	false				1787	11	false	missing	low_priority_review
1159	重心	false				1788	11	false	missing	low_priority_review
1160	哲學	false				1789	11	false	missing	low_priority_review
1161	家人	false				1790	11	false	handled_structurally	atomic_retirement_candidate
1162	校	true	1502	32.520854	false	1792	11	false	missing	protect_common_frequency_candidate
1163	窄	true	1079	54.595736	true	1793	11	false	missing	protect_common_frequency_candidate
1164	粉	false				1794	11	false	missing	low_priority_review
1165	做法	false				1795	11	false	handled_structurally	atomic_retirement_candidate
1166	健康	true	1976	20.325534	false	1796	11	false	missing	protect_common_frequency_candidate
1167	唯一	true	1994	20.325534	false	1797	11	false	missing	protect_common_frequency_candidate
1168	唱片	true	1995	20.325534	false	1798	11	false	missing	protect_common_frequency_candidate
1169	婚姻	false				1799	11	false	missing	low_priority_review
1170	接觸	true	1809	24.390640	false	1800	11	false	missing	protect_common_frequency_candidate
1171	梗	true	1215	44.716174	false	1801	11	false	missing	protect_common_frequency_candidate
1172	清	true	1883	22.520992	true	1802	11	false	missing	protect_common_frequency_candidate
1173	率	false				1803	11	false	missing	low_priority_review
1174	現象	false				1804	11	false	missing	low_priority_review
1175	笪	true	1190	45.813903	true	1805	11	false	missing	protect_common_frequency_candidate
1176	第二個韻	false				1806	11	true	manual_review	low_priority_review
1177	第時	true	1309	40.651067	false	1807	11	true	manual_review	protect_common_frequency_candidate
1178	粗口	true	1513	32.520854	false	1808	11	false	missing	protect_common_frequency_candidate
1179	細妹	false				1809	11	true	manual_review	low_priority_review
1180	終	true	1132	51.628358	false	1810	11	false	missing	protect_common_frequency_candidate
1181	規則	false				1811	11	false	missing	low_priority_review
1182	通	true	1413	36.585961	false	1812	11	false	missing	protect_common_frequency_candidate
1183	通知	false				1813	11	false	missing	low_priority_review
1184	創意	true	1471	32.520854	false	1814	11	false	missing	protect_common_frequency_candidate
1185	創新	false				1815	11	false	missing	low_priority_review
1186	就講	false				1816	11	true	manual_review	low_priority_review
1187	幾日	false				1817	11	false	handled_structurally	atomic_retirement_candidate
1188	普遍	true	1500	32.520854	false	1820	11	false	missing	protect_common_frequency_candidate
1189	評價	false				1821	11	false	missing	low_priority_review
1190	意義	false				1822	11	false	missing	low_priority_review
1191	愛情	false				1823	11	false	missing	low_priority_review
1192	業	false				1824	11	false	missing	low_priority_review
1193	業主	true	1389	36.585961	false	1825	11	false	missing	protect_common_frequency_candidate
1194	當你	false				1826	11	true	manual_review	low_priority_review
1195	當我	false				1827	11	true	manual_review	low_priority_review
1196	罪行	false				1828	11	false	missing	low_priority_review
1197	較	false				1829	11	false	missing	low_priority_review
1198	遊戲	true	1257	41.748797	true	1830	11	false	missing	protect_common_frequency_candidate
1199	電訊	false				1831	11	false	missing	low_priority_review
1200	鼓勵	false				1832	11	false	missing	low_priority_review
1201	嘔	true	1153	48.781281	false	1833	11	false	missing	protect_common_frequency_candidate
1202	實際上	false				1834	11	false	missing	low_priority_review
1203	瘦	true	1142	50.204820	true	1837	11	false	missing	protect_common_frequency_candidate
1204	賭	false				1838	11	false	missing	low_priority_review
1205	踩	true	1753	25.488370	true	1839	11	false	missing	protect_common_frequency_candidate
1206	燕梳	false				1840	11	true	manual_review	low_priority_review
1207	幫到	false				1842	11	true	manual_review	low_priority_review
1208	戲院	true	1295	40.651067	false	1843	11	false	missing	protect_common_frequency_candidate
1209	擦紙膠	true	1065	56.791194	false	1844	11	false	manual_review	protect_common_frequency_candidate
1210	營	false				1845	11	false	missing	low_priority_review
1211	聯絡	true	1515	32.520854	false	1846	11	false	missing	protect_common_frequency_candidate
1212	講開	false				1848	11	true	manual_review	low_priority_review
1213	黏	true	1322	40.651067	false	1849	11	false	missing	protect_common_frequency_candidate
1214	禮拜三	true	1307	40.651067	false	1850	11	true	manual_review	protect_common_frequency_candidate
1215	禮拜六	true	1308	40.651067	false	1851	11	true	manual_review	protect_common_frequency_candidate
1216	翻譯	true	1227	44.716174	false	1852	11	false	missing	protect_common_frequency_candidate
1217	轉右	false				1853	11	true	manual_review	low_priority_review
1218	轉頭	true	1187	46.139713	true	1854	11	false	handled_structurally	protect_common_frequency_candidate
1219	額	false				1855	11	false	missing	low_priority_review
